,Symbol,Name,MarketCap,mcap
1776,PZN,Pzena Investment Management Inc,$389.4M,389400000
1777,QTWO,"Q2 Holdings, Inc.",$4.96B,4960000000
1778,QEP,"QEP Resources, Inc.",$411.71M,411710000
1779,QGEN,Qiagen N.V.,$11.03B,11030000000
1780,QTS,"QTS Realty Trust, Inc.",$4.05B,4050000000
1781,QUAD,"Quad Graphics, Inc",$176.37M,176370000
1782,KWR,Quaker Chemical Corporation,$3.59B,3590000000
1783,NX,Quanex Building Products Corporation,$461.19M,461190000
1784,PWR,"Quanta Services, Inc.",$5.59B,5590000000
1785,QD,Qudian Inc.,$548.03M,548030000
1786,DGX,Quest Diagnostics Incorporated,$17.2B,17200000000
1787,QES,Quintana Energy Services Inc.,$34.43M,34430000
1788,QUOT,Quotient Technology Inc.,$696.21M,696210000
1789,RRD,R.R. Donnelley & Sons Company,$84.85M,84850000
1790,RMED,"Ra Medical Systems, Inc.",$14.58M,14580000
1791,RDN,Radian Group Inc.,$2.66B,2660000000
1792,RFL,"Rafael Holdings, Inc.",$230.79M,230790000
1793,RL,Ralph Lauren Corporation,$5.2B,5200000000
1794,RRC,Range Resources Corporation,$1.62B,1620000000
1795,RNGR,"Ranger Energy Services, Inc.",$49.1M,49100000
1796,PACK,Ranpak Holdings Corp,$579.66M,579660000
1797,RJF,"Raymond James Financial, Inc.",$10.01B,10010000000
1798,RYAM,Rayonier Advanced Materials Inc.,$202.4M,202400000
1799,RYN,Rayonier Inc.,$3.78B,3780000000
1800,RTX,Raytheon Technologies Corporation,$95.53B,95530000000
1801,RMAX,"RE/MAX Holdings, Inc.",$994.76M,994760000
1802,RC,Ready Capital Corporation,$448.02M,448020000
1803,RLGY,Realogy Holdings Corp.,$890.67M,890670000
1804,O,Realty Income Corporation,$19.64B,19640000000
1805,RLH,Red Lion Hotels Corporation,$59.81M,59810000
1806,RWT,"Redwood Trust, Inc.",$784.28M,784280000
1807,RBC,Regal Beloit Corporation,$3.71B,3710000000
1808,RM,Regional Management Corp.,$172.04M,172040000
1809,RF,Regions Financial Corporation,$10.36B,10360000000
1810,RGS,Regis Corporation,$284.64M,284640000
1811,RGA,"Reinsurance Group of America, Incorporated",$5.97B,5970000000
1812,RS,Reliance Steel & Aluminum Co.,$6.07B,6070000000
1813,RELX,RELX PLC,$43.88B,43880000000
1814,RNR,RenaissanceRe Holdings Ltd.,$9.16B,9160000000
1815,SOL,Renesola Ltd.,$64.91M,64910000
1816,RENN,Renren Inc.,$83M,83000000
1817,RPLA,Replay Acquisition Corp.,$370.16M,370160000
1818,RSG,"Republic Services, Inc.",$27.07B,27070000000
1819,REZI,"Resideo Technologies, Inc.",$1.67B,1670000000
1820,RMD,ResMed Inc.,$29.57B,29570000000
1821,RFP,Resolute Forest Products Inc.,$232.37M,232370000
1822,QSR,Restaurant Brands International Inc.,$17.09B,17090000000
1823,RPAI,"Retail Properties of America, Inc.",$1.36B,1360000000
1824,RVI,Retail Value Inc.,$243.54M,243540000
1825,REVG,"REV Group, Inc.",$397.56M,397560000
1826,REV,"Revlon, Inc.",$418.98M,418980000
1827,RVLV,"Revolve Group, Inc.",$1.1B,1100000000
1828,REX,REX American Resources Corporation,$443.93M,443930000
1829,REXR,"Rexford Industrial Realty, Inc.",$5.01B,5010000000
1830,RXN,Rexnord Corporation,$3.55B,3550000000
1831,RH,RH,$5.42B,5420000000
1832,RNG,"Ringcentral, Inc.",$25.13B,25130000000
1833,RIO,Rio Tinto Plc,$76.43B,76430000000
1834,RBA,Ritchie Bros. Auctioneers Incorporated,$4.62B,4620000000
1835,RAD,Rite Aid Corporation,$861.72M,861720000
1836,RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",$134.45M,134450000
1837,RIV,"RiverNorth Opportunities Fund, Inc.",$140.76M,140760000
1838,RSF,RiverNorth Specialty Finance Corporation,$91.43M,91430000
1839,OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",$187.25M,187250000
1840,RLI,RLI Corp.,$3.76B,3760000000
1841,RLJ,RLJ Lodging Trust,$1.38B,1380000000
1842,RMG,RMG Acquisition Corp.,$300.44M,300440000
1843,RHI,Robert Half International Inc.,$6.14B,6140000000
1844,ROK,"Rockwell Automation, Inc.",$26.27B,26270000000
1845,RCI,"Rogers Communication, Inc.",$20.91B,20910000000
1846,ROG,Rogers Corporation,$2.33B,2330000000
1847,ROL,"Rollins, Inc.",$15.59B,15590000000
1848,ROP,"Roper Technologies, Inc.",$43.39B,43390000000
1849,RST,Rosetta Stone,$586.88M,586880000
1850,RY,Royal Bank Of Canada,$101.17B,101170000000
1851,RBS,Royal Bank Scotland plc (The),$18.85B,18850000000
1852,RCL,Royal Caribbean Cruises Ltd.,$11.33B,11330000000
1853,RGT,"Royce Global Value Trust, Inc.",$130.87M,130870000
1854,RMT,"Royce Micro-Cap Trust, Inc.",$321.73M,321730000
1855,RVT,"Royce Value Trust, Inc.",$1.29B,1290000000
1856,RES,"RPC, Inc.",$734.04M,734040000
1857,RPM,RPM International Inc.,$10.02B,10020000000
1858,RPT,RPT Realty,$504.47M,504470000
1859,RYB,"RYB Education, Inc.",$90.76M,90760000
1860,R,"Ryder System, Inc.",$2.3B,2300000000
1861,RYI,Ryerson Holding Corporation,$224.13M,224130000
1862,RHP,"Ryman Hospitality Properties, Inc.",$1.78B,1780000000
1863,SPGI,S&P Global Inc.,$85.48B,85480000000
1864,SBR,Sabine Royalty Trust,$434.32M,434320000
1865,SB,"Safe Bulkers, Inc",$120.5M,120500000
1866,SFE,"Safeguard Scientifics, Inc.",$128.59M,128590000
1867,SAFE,Safehold Inc.,$2.68B,2680000000
1868,SAIL,"SailPoint Technologies Holdings, Inc.",$2.78B,2780000000
1869,CRM,Salesforce.com Inc,$171.91B,171910000000
1870,SMM,Salient Midstream & MLP Fund,$75.14M,75140000
1871,SBH,"Sally Beauty Holdings, Inc.",$1.56B,1560000000
1872,SJT,San Juan Basin Royalty Trust,$104.4M,104400000
1873,SD,"SandRidge Energy, Inc.",$48.66M,48660000
1874,PER,SandRidge Permian Trust,$23.28M,23280000
1875,SAND          ,Sandstorm Gold Ltd,$1.9B,1900000000
1876,SC,Santander Consumer USA Holdings Inc.,$5.76B,5760000000
1877,SAP,SAP SE,$193.98B,193980000000
1878,SAR,Saratoga Investment Corp,$195.63M,195630000
1879,SSL,Sasol Ltd.,$5.77B,5770000000
1880,BFS,"Saul Centers, Inc.",$709.92M,709920000
1881,SCPE,SC Health Corporation,$230.86M,230860000
1882,SLB,Schlumberger N.V.,$27.15B,27150000000
1883,SNDR,"Schneider National, Inc.",$4.59B,4590000000
1884,SWM,"Schweitzer-Mauduit International, Inc.",$1.01B,1010000000
1885,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,$4.21B,4210000000
1886,SALT,Scorpio Bulkers Inc.,$164.84M,164840000
1887,STNG,Scorpio Tankers Inc.,$754.52M,754520000
1888,SMG,Scotts Miracle-Gro Company (The),$8.06B,8060000000
1889,KTF,Scudder Municiple Income Trust,$439.25M,439250000
1890,KSM,Scudder Strategic Municiple Income Trust,$122.46M,122460000
1891,SRL,Scully Royalty Ltd.,$98.56M,98560000
1892,SCU,"Sculptor Capital Management, Inc.",$781.83M,781830000
1893,SCVX,SCVX Corp.,$295.55M,295550000
1894,SE,Sea Limited,$54.61B,54610000000
1895,SA,"Seabridge Gold, Inc.",$1.27B,1270000000
1896,CKH,"SEACOR Holdings, Inc.",$576.64M,576640000
1897,SMHI,SEACOR Marine Holdings Inc.,$53.82M,53820000
1898,SEE,Sealed Air Corporation,$5.78B,5780000000
1899,SEAS,"SeaWorld Entertainment, Inc.",$1.31B,1310000000
1900,WTTR,"Select Energy Services, Inc.",$487.54M,487540000
1901,SEM,Select Medical Holdings Corporation,$2.03B,2030000000
1902,SLQT,"SelectQuote, Inc.",$3.5B,3500000000
1903,SRE,Sempra Energy,$36.65B,36650000000
1904,ST,Sensata Technologies Holding plc,$6.36B,6360000000
1905,SXT,Sensient Technologies Corporation,$2.3B,2300000000
1906,SQNS,Sequans Communications S.A.,$211.5M,211500000
1907,SRG,Seritage Growth Properties,$557.09M,557090000
1908,SCI,Service Corporation International,$6.87B,6870000000
1909,SERV,"ServiceMaster Global Holdings, Inc.",$5B,5000000000
1910,NOW,"ServiceNow, Inc.",$82.98B,82980000000
1911,SFL,SFL Corporation Ltd,$1.04B,1040000000
1912,SHAK,"Shake Shack, Inc.",$2.13B,2130000000
1913,SJR,Shaw Communications Inc.,$9.15B,9150000000
1914,SHLX,"Shell Midstream Partners, L.P.",$4.74B,4740000000
1915,SHW,Sherwin-Williams Company (The),$55.7B,55700000000
1916,FOUR,"Shift4 Payments, Inc.",$2.99B,2990000000
1917,SHG,Shinhan Financial Group Co Ltd,$12.24B,12240000000
1918,SHOP,Shopify Inc.,$113.76B,113760000000
1919,SSTK,"Shutterstock, Inc.",$1.39B,1390000000
1920,SBSW,Sibayne Gold Limited,$7.02B,7020000000
1921,SIG,Signet Jewelers Limited,$614.27M,614270000
1922,SBOW,"SilverBow Resorces, Inc.",$44.46M,44460000
1923,SI,Silvergate Capital Corporation,$258.18M,258180000
1924,SPG,"Simon Property Group, Inc.",$18.64B,18640000000
1925,SSD,"Simpson Manufacturing Company, Inc.",$3.83B,3830000000
1926,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",$2.61B,2610000000
1927,SITC,SITE Centers Corp.,$1.39B,1390000000
1928,SITE,"SiteOne Landscape Supply, Inc.",$4.97B,4970000000
1929,SIX,Six Flags Entertainment Corporation New,$1.75B,1750000000
1930,TSLX,"Sixth Street Specialty Lending, Inc.",$1.13B,1130000000
1931,SJW,SJW Group,$1.85B,1850000000
1932,SKM,"SK Telecom Co., Ltd.",$13.06B,13060000000
1933,SKX,"Skechers U.S.A., Inc.",$4.67B,4670000000
1934,SKY,Skyline Champion Corporation,$1.51B,1510000000
1935,SLG,SL Green Realty Corp,$3.67B,3670000000
1936,WORK,"Slack Technologies, Inc.",$18.38B,18380000000
1937,SM,SM Energy Company,$463.25M,463250000
1938,SMAR,Smartsheet Inc.,$5.8B,5800000000
1939,SNN,"Smith & Nephew SNATS, Inc.",$18.31B,18310000000
1940,SNAP,Snap Inc.,$36.06B,36060000000
1941,SNA,Snap-On Incorporated,$7.59B,7590000000
1942,SQM,Sociedad Quimica y Minera S.A.,$7.79B,7790000000
1943,SOGO,Sogou Inc.,$1.95B,1950000000
1944,SOI,"Solaris Oilfield Infrastructure, Inc.",$345.06M,345060000
1945,SWI,SolarWinds Corporation,$5.79B,5790000000
1946,SAH,"Sonic Automotive, Inc.",$1.68B,1680000000
1947,SON,Sonoco Products Company,$5.37B,5370000000
1948,SNE,Sony Corp Ord,$94.33B,94330000000
1949,SOS,SOS Limited,$27.5M,27500000
1950,SOR,"Source Capital, Inc.",$299.9M,299900000
1951,SJI,"South Jersey Industries, Inc.",$2.17B,2170000000
1952,SO,Southern Company (The),$57.94B,57940000000
1953,SCCO,Southern Copper Corporation,$33.43B,33430000000
1954,LUV,Southwest Airlines Company,$19.82B,19820000000
1955,SWX,"Southwest Gas Holdings, Inc.",$3.93B,3930000000
1956,SWN,Southwestern Energy Company,$1.43B,1430000000
1957,SPAQ,Spartan Energy Acquisition Corp,$1B,1000000000
1958,SPE,Special Opportunities Fund Inc.,$100.48M,100480000
1959,SPB           ,"Spectrum Brands Holdings, Inc.",$2.06B,2060000000
1960,SR,Spire Inc.,$3.28B,3280000000
1961,SPR,"Spirit Aerosystems Holdings, Inc.",$2.41B,2410000000
1962,SAVE,"Spirit Airlines, Inc.",$1.48B,1480000000
1963,SRC,"Spirit Realty Capital, Inc.",$3.41B,3410000000
1964,SPOT,Spotify Technology S.A.,$51.39B,51390000000
1965,SRLP,Sprague Resources LP,$346.37M,346370000
1966,SII,Sprott Inc.,$979.74M,979740000
1967,SPXC,SPX Corporation,$1.88B,1880000000
1968,FLOW,"SPX FLOW, Inc.",$1.66B,1660000000
1969,SQ,"Square, Inc.",$55.79B,55790000000
1970,JOE,St. Joe Company (The),$1.18B,1180000000
1971,STAG,"Stag Industrial, Inc.",$4.49B,4490000000
1972,SMP,"Standard Motor Products, Inc.",$901.01M,901010000
1973,SXI,Standex International Corporation,$708.45M,708450000
1974,SWK,"Stanley Black & Decker, Inc.",$23.7B,23700000000
1975,STN,Stantec Inc,$3.55B,3550000000
1976,SGU,"Star Group, L.P.",$416.27M,416270000
1977,SRT,"StarTek, Inc.",$198.65M,198650000
1978,STWD,"STARWOOD PROPERTY TRUST, INC.",$4.18B,4180000000
1979,STT,State Street Corporation,$21.75B,21750000000
1980,SPLP,Steel Partners Holdings LP,$125.39M,125390000
1981,SCS,Steelcase Inc.,$1.28B,1280000000
1982,SCM,Stellus Capital Investment Corporation,$147.81M,147810000
1983,SCL,Stepan Company,$2.28B,2280000000
1984,STE,STERIS plc,$13.35B,13350000000
1985,STL,Sterling Bancorp,$2.22B,2220000000
1986,STC,Stewart Information Services Corporation,$871.06M,871060000
1987,SF,Stifel Financial Corporation,$3.42B,3420000000
1988,STM,STMicroelectronics N.V.,$27.17B,27170000000
1989,EDF,Stone Harbor Emerging Markets Income Fund,$114.32M,114320000
1990,EDI,Stone Harbor Emerging Markets Total Income Fund,$73.97M,73970000
1991,STON,StoneMor Inc.,$87.86M,87860000
1992,SRI,"Stoneridge, Inc.",$555.25M,555250000
1993,STOR,STORE Capital Corporation,$5.52B,5520000000
1994,SYK,Stryker Corporation,$72.26B,72260000000
1995,MSC,Studio City International Holdings Limited,$1.06B,1060000000
1996,RGR,"Sturm, Ruger & Company, Inc.",$1.37B,1370000000
1997,SPH,"Suburban Propane Partners, L.P.",$911.47M,911470000
1998,SMFG,Sumitomo Mitsui Financial Group Inc,$39.1B,39100000000
1999,INN,"Summit Hotel Properties, Inc.",$580.82M,580820000
2000,SUM,"Summit Materials, Inc.",$2.08B,2080000000
2001,SMLP,"Summit Midstream Partners, LP",$86.62M,86620000
2002,SUI,"Sun Communities, Inc.",$13.45B,13450000000
2003,SLF,Sun Life Financial Inc.,$22.99B,22990000000
2004,SXC,"SunCoke Energy, Inc.",$254.08M,254080000
2005,SU,Suncor Energy  Inc.,$27.73B,27730000000
2006,STG,Sunlands Technology Group,$340.09M,340090000
2007,NOVA,Sunnova Energy International Inc.,$1.74B,1740000000
2008,SUN,Sunoco LP,$2.46B,2460000000
2009,SHO,"Sunstone Hotel Investors, Inc.",$1.61B,1610000000
2010,SPN,"Superior Energy Services, Inc.",$18.17M,18170000
2011,SUP,"Superior Industries International, Inc.",$38.9M,38900000
2012,SOAC,Sustainable Opportunities Acquisition Corp.,$86.94M,86940000
2013,SUZ,Suzano S.A.,$10.36B,10360000000
2014,SWZ,"Swiss Helvetia Fund, Inc. (The)",$107.33M,107330000
2015,SWCH,"Switch, Inc.",$4.34B,4340000000
2016,SBE,Switchback Energy Acquisition Corporation,$398.14M,398140000
2017,SYF,Synchrony Financial,$13.22B,13220000000
2018,SNX,Synnex Corporation,$6.28B,6280000000
2019,SNV,Synovus Financial Corp.,$3.04B,3040000000
2020,SYY,Sysco Corporation,$27.78B,27780000000
2021,SYX,Systemax Inc.,$720.55M,720550000
2022,TLRD,"Tailored Brands, Inc.",$35.29M,35290000
2023,TWN,"Taiwan Fund, Inc. (The)",$172.06M,172060000
2024,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$351.67B,351670000000
2025,TAK,Takeda Pharmaceutical Company Limited,$54.93B,54930000000
2026,TAL,TAL Education Group,$47.1B,47100000000
2027,TALO,"Talos Energy, Inc.",$562.6M,562600000
2028,SKT,"Tanger Factory Outlet Centers, Inc.",$612.2M,612200000
2029,TPR,"Tapestry, Inc.",$3.77B,3770000000
2030,TRGP,"Targa Resources, Inc.",$4.58B,4580000000
2031,TGT,Target Corporation,$60.1B,60100000000
2032,TARO,Taro Pharmaceutical Industries Ltd.,$2.53B,2530000000
2033,TTM,Tata Motors Ltd,$5.29B,5290000000
2034,TCO,"Taubman Centers, Inc.",$2.36B,2360000000
2035,TMHC,Taylor Morrison Home Corporation,$3.12B,3120000000
2036,TRP,TC Energy Corporation,$42.11B,42110000000
2037,TCP,"TC PipeLines, LP",$2.34B,2340000000
2038,TSI,"TCW Strategic Income Fund, Inc.",$262.28M,262280000
2039,TEL,TE Connectivity Ltd.,$28.41B,28410000000
2040,TISI,"Team, Inc.",$130.47M,130470000
2041,FTI,TechnipFMC plc,$3.61B,3610000000
2042,TECK,Teck Resources Ltd,$5.82B,5820000000
2043,TK,Teekay Corporation,$246.7M,246700000
2044,TGP,Teekay LNG Partners L.P.,$996.24M,996240000
2045,TNK,Teekay Tankers Ltd.,$447.87M,447870000
2046,TGNA,TEGNA Inc.,$2.55B,2550000000
2047,TRC,Tejon Ranch Co,$382.82M,382820000
2048,HQH,Tekla Healthcare Investors,$948.26M,948260000
2049,THQ,Tekla Healthcare Opportunies Fund,$762.73M,762730000
2050,HQL,Tekla Life Sciences Investors,$439.35M,439350000
2051,THW,Tekla World Healthcare Fund,$447.02M,447020000
2052,TDOC,"Teladoc Health, Inc.",$18.73B,18730000000
2053,TEO,Telecom Argentina Stet - France Telecom S.A.,$4.18B,4180000000
2054,TDY,Teledyne Technologies Incorporated,$12.09B,12090000000
2055,TFX,Teleflex Incorporated,$17.89B,17890000000
2056,VIV,Telefonica Brasil S.A.,$17.07B,17070000000
2057,TEF,Telefonica SA,$24.99B,24990000000
2058,TDS,"Telephone and Data Systems, Inc.",$2.33B,2330000000
2059,TU,TELUS Corporation,$22.14B,22140000000
2060,TDF,"Templeton Dragon Fund, Inc.",$774.79M,774790000
2061,EMF,Templeton Emerging Markets Fund,$248.75M,248750000
2062,TEI,"Templeton Emerging Markets Income Fund, Inc.",$369.11M,369110000
2063,GIM,"Templeton Global Income Fund, Inc.",$727.06M,727060000
2064,TPX,"Tempur Sealy International, Inc.",$3.8B,3800000000
2065,TS,Tenaris S.A.,$8.02B,8020000000
2066,TME,Tencent Music Entertainment Group,$27.46B,27460000000
2067,THC,Tenet Healthcare Corporation,$2.4B,2400000000
2068,TNC,Tennant Company,$1.23B,1230000000
2069,TEN,Tenneco Inc.,$620.83M,620830000
2070,TDC,Teradata Corporation,$2.23B,2230000000
2071,TEX,Terex Corporation,$1.36B,1360000000
2072,TX,Ternium S.A.,$2.9B,2900000000
2073,TRNO,Terreno Realty Corporation,$3.67B,3670000000
2074,TTI,"Tetra Technologies, Inc.",$110.83M,110830000
2075,TEVA,Teva Pharmaceutical Industries Limited,$13.38B,13380000000
2076,TPL,Texas Pacific Land Trust,$4.51B,4510000000
2077,TGH,Textainer Group Holdings Limited,$462.22M,462220000
2078,TXT,Textron Inc.,$7.74B,7740000000
2079,TFII,TFI International Inc.,$3.53B,3530000000
2080,AES,The AES Corporation,$10.25B,10250000000
2081,AZEK,The AZEK Company Inc.,$4.62B,4620000000
2082,BK,The Bank Of New York Mellon Corporation ,$32.5B,32500000000
2083,BX,The Blackstone Group Inc.,$68.87B,68870000000
2084,CEE,"The Central and Eastern Europe Fund, Inc.",$142.77M,142770000
2085,SCHW,The Charles Schwab Corporation,$45.37B,45370000000
2086,COO,"The Cooper Companies, Inc. ",$15.55B,15550000000
2087,GDV,The Gabelli Dividend & Income Trust,$1.68B,1680000000
2088,GRX,The Gabelli Healthcare & Wellness Trust,$187.5M,187500000
2089,GDL,The GDL Fund,$130.1M,130100000
2090,THG,"The Hanover Insurance Group, Inc.",$3.77B,3770000000
2091,TRV,"The Travelers Companies, Inc.",$30.45B,30450000000
2092,TMO,Thermo Fisher Scientific Inc,$159.2B,159200000000
2093,THR,"Thermon Group Holdings, Inc.",$476.92M,476920000
2094,TPRE,Third Point Reinsurance Ltd.,$785.62M,785620000
2095,TRI,Thomson Reuters Corp,$34.88B,34880000000
2096,THO,"Thor Industries, Inc.",$6.4B,6400000000
2097,TDW,Tidewater Inc.,$246.78M,246780000
2098,TIF,Tiffany & Co.,$14.83B,14830000000
2099,TLYS,"Tilly&#39;s, Inc.",$188.21M,188210000
2100,TSU,TIM Participacoes S.A.,$7.7B,7700000000
2101,TKR,Timken Company (The),$3.57B,3570000000
2102,TMST,TimkenSteel Corporation,$164.13M,164130000
2103,TWI,"Titan International, Inc.",$108.48M,108480000
2104,TJX,"TJX Companies, Inc. (The)",$63.57B,63570000000
2105,TOL,"Toll Brothers, Inc.",$4.31B,4310000000
2106,TR,"Tootsie Roll Industries, Inc.",$2.2B,2200000000
2107,BLD,TopBuild Corp.,$4.08B,4080000000
2108,TTC,Toro Company (The),$7.65B,7650000000
2109,TD,Toronto Dominion Bank (The),$83.03B,83030000000
2110,SHLL,Tortoise Acquisition Corp.,$640.48M,640480000
2111,NDP,"Tortoise Energy Independence Fund, Inc.",$22.24M,22240000
2112,TYG,Tortoise Energy Infrastructure Corporation,$233.2M,233200000
2113,TEAF,Tortoise Essential Assets Income Term Fund,$150.29M,150290000
2114,NTG,"Tortoise Midstream Energy Fund, Inc.",$113.65M,113650000
2115,TTP,"Tortoise Pipeline & Energy Fund, Inc.",$36.84M,36840000
2116,TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",$64.3M,64300000
2117,TOT,Total S.A.,$101.51B,101510000000
2118,TSQ,"Townsquare Media, Inc.",$89.96M,89960000
2119,TM,Toyota Motor Corp Ltd Ord,$174.64B,174640000000
2120,TRTX,"TPG RE Finance Trust, Inc.",$617.04M,617040000
2121,TT,Trane Technologies plc,$25.22B,25220000000
2122,TAC,TransAlta Corporation,$1.75B,1750000000
2123,TCI,"Transcontinental Realty Investors, Inc.",$234.51M,234510000
2124,TDG,Transdigm Group Incorporated,$23.84B,23840000000
2125,RIG,Transocean Ltd.,$1.33B,1330000000
2126,TGS,Transportadora De Gas Sa Ord B,$894.36M,894360000
2127,TRU,TransUnion,$16.51B,16510000000
2128,TREC,Trecora Resources,$156.94M,156940000
2129,TG,Tredegar Corporation,$523.77M,523770000
2130,THS,"Treehouse Foods, Inc.",$2.44B,2440000000
2131,TREX,"Trex Company, Inc.",$7.71B,7710000000
2132,TY,Tri Continental Corporation,$1.37B,1370000000
2133,TPH,"TRI Pointe Group, Inc.",$2.14B,2140000000
2134,TRNE,Trine Acquisition Corp.,$396.95M,396950000
2135,TNET,"TriNet Group, Inc.",$4.25B,4250000000
2136,TRN,"Trinity Industries, Inc.",$2.51B,2510000000
2137,TSE,Trinseo S.A.,$926.15M,926150000
2138,TPVG,TriplePoint Venture Growth BDC Corp.,$324.68M,324680000
2139,GTS,Triple-S Management Corporation,$464.93M,464930000
2140,TRTN,Triton International Limited,$2.12B,2120000000
2141,TGI,"Triumph Group, Inc.",$410M,410000000
2142,TROX,Tronox Holdings plc,$1.1B,1100000000
2143,TBI,"TrueBlue, Inc.",$519.49M,519490000
2144,TFC,Truist Financial Corporation,$50.2B,50200000000
2145,TNP,Tsakos Energy Navigation Ltd,$165.45M,165450000
2146,TUFN,Tufin Software Technologies Ltd.,$374.28M,374280000
2147,TUP,Tupperware Brands Corporation,$387.21M,387210000
2148,TKC,Turkcell Iletisim Hizmetleri AS,$5.09B,5090000000
2149,TPB,"Turning Point Brands, Inc.",$573.39M,573390000
2150,TRQ,Turquoise Hill Resources Ltd.,$1.81B,1810000000
2151,TPC,Tutor Perini Corporation,$660.03M,660030000
2152,TWLO,Twilio Inc.,$36.49B,36490000000
2153,TRWH,"Twin River Worldwide Holdings, Inc.",$650.64M,650640000
2154,TWTR,"Twitter, Inc.",$29.04B,29040000000
2155,TWO,Two Harbors Investments Corp,$1.44B,1440000000
2156,TYL,"Tyler Technologies, Inc.",$14.67B,14670000000
2157,TSN,"Tyson Foods, Inc.",$22.07B,22070000000
2158,USB,U.S. Bancorp,$55.13B,55130000000
2159,USPH,"U.S. Physical Therapy, Inc.",$1.07B,1070000000
2160,SLCA,"U.S. Silica Holdings, Inc.",$281.21M,281210000
2161,USX,"U.S. Xpress Enterprises, Inc.",$355.88M,355880000
2162,UBER,"Uber Technologies, Inc.",$56.44B,56440000000
2163,UI,Ubiquiti Inc.,$11.88B,11880000000
2164,UBS,UBS AG,$44.12B,44120000000
2165,UDR,"UDR, Inc.",$10.47B,10470000000
2166,UGI,UGI Corporation,$6.91B,6910000000
2167,UGP,Ultrapar Participacoes S.A.,$4.09B,4090000000
2168,UMH,"UMH Properties, Inc.",$492.3M,492300000
2169,UA,"Under Armour, Inc.",$4.29B,4290000000
2170,UAA,"Under Armour, Inc.",$4.77B,4770000000
2171,UFI,"Unifi, Inc.",$228.74M,228740000
2172,UNF,Unifirst Corporation,$3.43B,3430000000
2173,UN,Unilever NV,$141.88B,141880000000
2174,UL,Unilever PLC,$145.39B,145390000000
2175,UNP,Union Pacific Corporation,$121.23B,121230000000
2176,UIS,Unisys Corporation,$712.19M,712190000
2177,UMC,United Microelectronics Corporation,$7.02B,7020000000
2178,UNFI,"United Natural Foods, Inc.",$1.15B,1150000000
2179,UPS,"United Parcel Service, Inc.",$102.63B,102630000000
2180,URI,"United Rentals, Inc.",$11.55B,11550000000
2181,USM,United States Cellular Corporation,$2.71B,2710000000
2182,X,United States Steel Corporation,$1.76B,1760000000
2183,UNH,UnitedHealth Group Incorporated,$289.36B,289360000000
2184,UTL,UNITIL Corporation,$684.84M,684840000
2185,UNVR,Univar Solutions Inc.,$2.95B,2950000000
2186,UVV,Universal Corporation,$1.02B,1020000000
2187,UHT,Universal Health Realty Income Trust,$942.15M,942150000
2188,UHS,"Universal Health Services, Inc.",$8.51B,8510000000
2189,UVE,UNIVERSAL INSURANCE HOLDINGS INC,$571.59M,571590000
2190,UTI,Universal Technical Institute Inc,$239M,239000000
2191,UNM,Unum Group,$3.62B,3620000000
2192,UE,Urban Edge Properties,$1.25B,1250000000
2193,UBA,Urstadt Biddle Properties Inc.,$403.87M,403870000
2194,UBP,Urstadt Biddle Properties Inc.,$356.19M,356190000
2195,USFD,US Foods Holding Corp.,$4.7B,4700000000
2196,USAC,"USA Compression Partners, LP",$1.15B,1150000000
2197,USNA,"USANA Health Sciences, Inc.",$1.86B,1860000000
2198,USDP,USD Partners LP,$82.41M,82410000
2199,BIF,"USLIFE Income Fund, Inc.",$993.74M,993740000
2200,VFC,V.F. Corporation,$23.25B,23250000000
2201,EGY,"VAALCO Energy, Inc. ",$74.12M,74120000
2202,MTN,"Vail Resorts, Inc.",$7.84B,7840000000
2203,VAL,Valaris plc,$141.1M,141100000
2204,VALE,VALE S.A.,$58.79B,58790000000
2205,VLO,Valero Energy Corporation,$23.48B,23480000000
2206,VHI,"Valhi, Inc.",$306.44M,306440000
2207,VMI,"Valmont Industries, Inc.",$2.54B,2540000000
2208,VVV,Valvoline Inc.,$3.96B,3960000000
2209,VAPO,"Vapotherm, Inc.",$1.03B,1030000000
2210,VAR,"Varian Medical Systems, Inc.",$11.68B,11680000000
2211,VGR,Vector Group Ltd.,$1.38B,1380000000
2212,VEC,"Vectrus, Inc.",$514.12M,514120000
2213,VEDL,Vedanta  Limited,$5.48B,5480000000
2214,VEEV,Veeva Systems Inc.,$38.59B,38590000000
2215,VEL,"Velocity Financial, Inc.",$76.13M,76130000
2216,VNTR,Venator Materials PLC,$180.66M,180660000
2217,VTR,"Ventas, Inc.",$13.07B,13070000000
2218,VNE,"Veoneer, Inc.",$1.38B,1380000000
2219,VER,VEREIT Inc.,$6.84B,6840000000
2220,VRTV,Veritiv Corporation,$271.48M,271480000
2221,VZ,Verizon Communications Inc.,$231.07B,231070000000
2222,VET,Vermilion Energy Inc.,$783.43M,783430000
2223,VRS,Verso Corporation,$423.23M,423230000
2224,VCIF,Vertical Capital Income Fund,$100.17M,100170000
2225,VRT,"Vertiv Holdings, LLC",$4.56B,4560000000
2226,VVI,Viad Corp,$330.21M,330210000
